"sid","fail","est","se","icc","identL","identU","identC","identR","identEL","identER","logitL","logitU","logitC","logitR","logitEL","logitER"
254,0,0.56034064,0.0380640824212609,0.0805442869161892,0.480370970299623,0.640310309700379,0.9494,0.3184,0.0276,0.023,0.479487135728732,0.638016301067955,0.9522,0.3054,0.0248,0.023
255,0,0.559125125000002,0.0405336076403361,0.0667559107956616,0.473967175337936,0.644283074662063,0.9468,0.2802,0.0256,0.0276,0.473062854440449,0.64168461397377,0.95,0.2682,0.0224,0.0276
256,0,0.560427585000001,0.0407710562399045,0.0661697245288289,0.474770774341678,0.646084395658322,0.9562,0.2788,0.0234,0.0204,0.473822936818598,0.643412518344693,0.9586,0.2644,0.0208,0.0206
257,0,0.559457665000001,0.0432178245505997,0.0577201044493673,0.468660384870375,0.650254945129625,0.953,0.2514,0.024,0.023,0.467688080050638,0.647244762071317,0.9554,0.2346,0.0216,0.023
258,0,0.560600609999999,0.043436897597712,0.056905392808563,0.469343074477275,0.651858145522724,0.9514,0.2534,0.0258,0.0228,0.46832141365321,0.648771746271323,0.955,0.236,0.0222,0.0228
259,0,0.560098041666667,0.0303201425671758,0.0809298611708369,0.496397785884035,0.623798297449298,0.9452,0.4554,0.0306,0.0242,0.495751761677385,0.622429450805672,0.948,0.4464,0.0274,0.0246
260,0,0.559802351666669,0.0303640367632972,0.0797061512298364,0.496009877599968,0.623594825733366,0.9422,0.4548,0.0318,0.026,0.495366217277288,0.622225272879871,0.944,0.444,0.0288,0.0272
261,0,0.559841966111111,0.0313268832977022,0.0649610283266365,0.494026626538911,0.625657305683313,0.9462,0.424,0.0276,0.0262,0.493351312123782,0.624188009859003,0.9498,0.4168,0.0238,0.0264
262,0,0.560843755555555,0.0316268208500275,0.0654167756989228,0.494398270568978,0.627289240542135,0.9472,0.4378,0.0288,0.024,0.493697354284439,0.625770768911185,0.9492,0.4302,0.0262,0.0246
263,0,0.560260114999999,0.0324092656706506,0.0546936897196681,0.492170774444503,0.628349455555497,0.9496,0.411,0.0256,0.0248,0.49145959204984,0.626758862100587,0.9518,0.4008,0.0232,0.025
264,0,0.560139640555557,0.0326571800431823,0.0545703528867369,0.491529451230713,0.628749829880397,0.9516,0.3932,0.0244,0.024,0.49080987641216,0.627130521178598,0.953,0.3846,0.0224,0.0246
265,0,0.559328299999999,0.0309946466346833,0.080920384063714,0.495838644476097,0.622817955523906,0.9492,0.4488,0.0258,0.025,0.495208042811401,0.62149151034684,0.9522,0.4396,0.0226,0.0252
266,0,0.559913408888888,0.0312162452700118,0.0813143594857973,0.495969829137765,0.623856988640011,0.9556,0.4502,0.0246,0.0198,0.495321767581548,0.622499081577617,0.9588,0.443,0.021,0.0202
267,0,0.559548084444445,0.0330071295383397,0.0649309554333679,0.491936044567948,0.627160124320941,0.9536,0.4098,0.0224,0.024,0.491240614187994,0.625628799743264,0.956,0.4008,0.0196,0.0244
268,0,0.559463824444444,0.0332334662025398,0.0651420909070085,0.491388154928552,0.627539493960338,0.9462,0.4078,0.0248,0.029,0.490691944931034,0.625988167847537,0.9478,0.3968,0.0232,0.029
269,0,0.561137688888888,0.0351123514478518,0.0555655267026971,0.489213297417886,0.633062080359891,0.947,0.3784,0.0292,0.0238,0.488427339941796,0.631272777070807,0.9522,0.3684,0.024,0.0238
270,0,0.559524306666665,0.0353997743274675,0.0555761090157232,0.487011156116343,0.632037457216991,0.9506,0.3568,0.027,0.0224,0.486248281186732,0.630246938323586,0.954,0.3458,0.0234,0.0226
271,0,0.560379761975309,0.0248787961368935,0.0813368912027047,0.509417858289229,0.611341665661389,0.9532,0.6418,0.0258,0.021,0.508953788124432,0.61051578306886,0.9548,0.6354,0.0238,0.0214
272,0,0.560011605925926,0.0251176716394478,0.0817969591452182,0.508560387954412,0.611462823897437,0.9476,0.6322,0.026,0.0264,0.508092714612304,0.61062314229621,0.95,0.6244,0.0236,0.0264
273,0,0.56006337037037,0.0258500843177621,0.066345717472975,0.507111873037858,0.613014867702885,0.9548,0.6052,0.0228,0.0224,0.506622136233853,0.612119352841098,0.9548,0.6002,0.0214,0.0238
274,0,0.560379840246915,0.0259989008981227,0.0660746568582694,0.507123505968371,0.613636174525456,0.9524,0.6078,0.026,0.0216,0.506623467620088,0.612724488772399,0.9534,0.601,0.0244,0.0222
275,0,0.559279058271604,0.0266287607329722,0.0551417692332909,0.504732514609026,0.613825601934184,0.9526,0.5662,0.0238,0.0236,0.504230823480284,0.612880177896231,0.954,0.5604,0.0214,0.0246
276,0,0.560706796790124,0.026778666630466,0.0546518559717862,0.505853184816524,0.615560408763724,0.9478,0.5772,0.0302,0.022,0.505327294670016,0.614584398775778,0.9488,0.5702,0.0284,0.0228
277,2e-04,0.559465656331265,0.0240547825572191,0.081193690804087,0.51110027443463,0.607831038227904,0.948389677935587,0.670934186837367,0.0246049209841968,0.027005401080216,0.510683995875115,0.607111248192919,0.950390078015603,0.666533306661332,0.022004400880176,0.0276055211042208
278,0,0.559576174400001,0.0242278043724881,0.0815121989107262,0.510862908827756,0.608289439972246,0.9534,0.6658,0.0222,0.0244,0.510440967532474,0.607557313535291,0.9544,0.661,0.0208,0.0248
279,0,0.560484027200001,0.0256686847135179,0.0657699106980997,0.508873677532504,0.612094376867498,0.9478,0.6318,0.0264,0.0258,0.50840090554347,0.61125370047034,0.9504,0.6258,0.0236,0.026
280,0,0.560932242400002,0.02587636390113,0.0660260115243716,0.508904325739456,0.612960159060545,0.948,0.6304,0.0276,0.0244,0.508420733570662,0.61209985800568,0.9506,0.6234,0.0246,0.0248
281,0,0.559893475200001,0.0272194459100049,0.0552479214483153,0.505165111170073,0.61462183922993,0.946,0.573,0.0282,0.0258,0.504652908168665,0.613671755622215,0.9476,0.5678,0.0262,0.0262
282,4e-04,0.560096446578633,0.0273891316246457,0.0547423728761615,0.505026906552973,0.615165986604292,0.944977991196479,0.562625050020008,0.0314125650260104,0.023609443777511,0.504508911071403,0.614201913758842,0.947979191676671,0.556022408963585,0.0278111244497799,0.0242096838735494
283,0,0.560223284533333,0.019346034135571,0.0816384476147772,0.521325475878171,0.599121093188496,0.9518,0.8548,0.0238,0.0244,0.521032122622899,0.598669544109663,0.9524,0.8526,0.023,0.0246
284,0,0.560218611288888,0.0194717340760064,0.0815048914763421,0.521068065964455,0.599369156613324,0.9492,0.8564,0.0254,0.0254,0.52077136936717,0.598911028739238,0.9504,0.854,0.0238,0.0258
285,0,0.560301599466668,0.0200412316572269,0.0660345456894294,0.520006002511048,0.600597196422285,0.9526,0.8368,0.0264,0.021,0.519693972145655,0.600109353138264,0.9528,0.8342,0.0256,0.0216
286,0,0.560386476,0.0201569041951524,0.0657180747297751,0.519858303819126,0.600914648180874,0.952,0.8324,0.0232,0.0248,0.519542148375154,0.600419593221981,0.9532,0.8304,0.0212,0.0256
287,0,0.560099703200001,0.0206526394329897,0.0547689908029894,0.518574788519349,0.601624617880649,0.9532,0.817,0.0246,0.0222,0.51824690914127,0.601104428477997,0.9548,0.8152,0.0226,0.0226
288,0,0.559686316177777,0.0208166637146764,0.054833644996523,0.517831608575273,0.60154102378028,0.9572,0.8026,0.0214,0.0214,0.517503064405787,0.601015415415251,0.9582,0.7996,0.0196,0.0222
289,0,0.640511760000002,0.0516256463732,0.0860476394634057,0.521462805980814,0.759560714019186,0.9584,0.6396,0.0252,0.0164,0.51498395875681,0.748656789291346,0.9672,0.5994,0.0156,0.0172
290,0,0.64128914,0.0515474113551871,0.0840272758660794,0.522420596255868,0.760157683744132,0.9608,0.6418,0.0256,0.0136,0.515915658444158,0.749253805789386,0.9666,0.6056,0.0184,0.015
291,0,0.640393760000001,0.0552538321388629,0.0716097528630594,0.512978194601905,0.767809325398091,0.9598,0.5754,0.0262,0.014,0.505776795028859,0.755263242903368,0.9686,0.5286,0.0152,0.0162
292,0,0.640507000000001,0.0555368285444481,0.0719355792284382,0.512438843720379,0.768575156279623,0.9588,0.5866,0.0238,0.0174,0.505189485576457,0.755917499155072,0.9666,0.5382,0.0146,0.0188
293,0,0.63857374,0.0591341329952948,0.0628665341006293,0.502210184781136,0.774937295218862,0.9622,0.5136,0.0246,0.0132,0.494443443655226,0.760708677468935,0.9716,0.4614,0.0126,0.0158
294,0,0.639835759999999,0.0592459670454543,0.0629917176946816,0.503214314999012,0.776457205000987,0.9588,0.5106,0.0272,0.014,0.495306458599119,0.762045430800705,0.969,0.4666,0.0158,0.0152
295,0,0.639910584444442,0.0404812207092695,0.0804208503596463,0.546560722090758,0.733260446798133,0.9466,0.8192,0.0312,0.0222,0.542225793946874,0.726695803608744,0.9512,0.797,0.0242,0.0246
296,0,0.639478084444445,0.0408857466189275,0.0813614347227236,0.545195383670288,0.733760785218603,0.95,0.818,0.027,0.023,0.540825703515206,0.727089287657557,0.9518,0.798,0.0208,0.0274
297,0,0.640162575555556,0.0420613509007642,0.0661286920652632,0.54316892644612,0.737156224664992,0.9426,0.794,0.0344,0.023,0.538563157920997,0.730043736147101,0.946,0.774,0.0286,0.0254
298,0,0.639263288888886,0.0424386825921659,0.0667550103962833,0.541399511338736,0.73712706643904,0.944,0.7802,0.0318,0.0242,0.536744350350542,0.729903585759983,0.9474,0.7604,0.0254,0.0272
299,0,0.638575633333332,0.0437009232551769,0.0559816909224204,0.537801123594655,0.73935014307201,0.9536,0.7604,0.026,0.0204,0.532976253377053,0.731739538433261,0.958,0.7358,0.0192,0.0228
300,0,0.639713897777779,0.0438449260836814,0.056088851741272,0.538607316921087,0.740820478634469,0.9526,0.7626,0.0284,0.019,0.533656125945575,0.733066959206433,0.955,0.7396,0.023,0.022
301,0,0.639903545000002,0.0363610137150704,0.082611723018157,0.5635118898805,0.716295200119502,0.949,0.942,0.0294,0.0216,0.560503085805167,0.712161432023054,0.953,0.9364,0.0238,0.0232
302,0,0.640662085,0.0364661788489595,0.0819289177295118,0.564049486132851,0.71727468386715,0.953,0.9484,0.0276,0.0194,0.560998982703888,0.713089870873932,0.9584,0.9428,0.0204,0.0212
303,0,0.639478205000001,0.0389304855773584,0.0682415592055528,0.557688289813242,0.721268120186758,0.9558,0.908,0.0254,0.0188,0.554305132362849,0.716514862748488,0.959,0.901,0.0186,0.0224
304,0,0.640578355000001,0.0389429504413679,0.0673289484232152,0.558762252105717,0.722394457894283,0.9524,0.9082,0.0306,0.017,0.555347822319741,0.71760751107705,0.9584,0.9008,0.0216,0.02
305,0,0.639978579999999,0.0412319049506165,0.0574007324834672,0.553353562128125,0.726603597871874,0.9586,0.8788,0.0258,0.0156,0.549609056561082,0.721236940944899,0.9644,0.8654,0.0184,0.0172
306,0,0.639489109999998,0.0414238392434643,0.0572423223698899,0.552460853142005,0.726517366857996,0.9534,0.8746,0.027,0.0196,0.548708454632961,0.721118055896713,0.957,0.862,0.0198,0.0232
307,0,0.639691211666668,0.0292181540496765,0.0825289143352143,0.578306147848543,0.70107627548479,0.9566,0.9928,0.024,0.0194,0.576284191958775,0.698461530025285,0.9558,0.9926,0.0212,0.023
308,0,0.639773254444443,0.029360767420777,0.0825959552373618,0.578088571051741,0.701457937837146,0.95,0.9896,0.0266,0.0234,0.576045775044503,0.698815682300332,0.9532,0.989,0.0212,0.0256
309,0,0.640402577777777,0.0301905906413035,0.0666110962852306,0.576974500491568,0.703830655063989,0.948,0.99,0.0314,0.0206,0.574807711025863,0.701013151638372,0.9506,0.9888,0.0262,0.0232
310,0,0.638994827222221,0.0303178531558526,0.0666014756879759,0.575299381314299,0.702690273130144,0.9472,0.9878,0.0302,0.0226,0.573148402599157,0.699878608628274,0.9494,0.9868,0.025,0.0256
311,0,0.639582283333332,0.0312508210074497,0.0561032838496606,0.573926744703155,0.705237821963513,0.9448,0.9816,0.03,0.0252,0.571639542382482,0.702231305133932,0.9468,0.9802,0.0254,0.0278
312,0,0.639683237777777,0.031222619175406,0.0553644639990076,0.574086948998114,0.705279526557441,0.951,0.9846,0.0288,0.0202,0.571798051703723,0.70227138678751,0.9552,0.9828,0.0226,0.0222
313,0,0.639416660000001,0.0297445089617666,0.0821317175864412,0.578487795413523,0.700345524586476,0.9516,0.9922,0.027,0.0214,0.57650780893621,0.697803828241179,0.9536,0.9918,0.022,0.0244
314,0,0.63976908,0.02993772910147,0.0831146109096205,0.578444421899419,0.70109373810058,0.9512,0.9926,0.0284,0.0204,0.576436557115512,0.698512656467203,0.955,0.992,0.0228,0.0222
315,0,0.639677284444447,0.0317060758801706,0.0667517118006057,0.574730332173201,0.704624236715687,0.9474,0.9828,0.0278,0.0248,0.572504753423824,0.701720581651281,0.95,0.9818,0.0234,0.0266
316,0,0.639220797777777,0.031940607243907,0.0678206533121985,0.573793429786083,0.704648165769474,0.9466,0.983,0.0298,0.0236,0.571546336379263,0.701706431270023,0.9502,0.9822,0.0234,0.0264
317,0,0.640180135555556,0.0337256403168754,0.0574570800799998,0.571096293068851,0.709263978042261,0.9474,0.9728,0.03,0.0226,0.56859261392934,0.70594711518179,0.95,0.9718,0.025,0.025
318,0,0.639993724444444,0.0337614442004731,0.0563004350178004,0.570836541026873,0.709150907862015,0.9474,0.9704,0.029,0.0236,0.568333549552816,0.705830745044936,0.9488,0.9672,0.024,0.0272
319,0,0.639526745185185,0.0239791820910815,0.0828784290617442,0.590407617335405,0.688645873034967,0.9482,1,0.0276,0.0242,0.589080084683813,0.687021489659242,0.95,1,0.0234,0.0266
320,0,0.63979238,0.0239420348449979,0.081768941395174,0.590749344834395,0.688835415165605,0.9506,0.9996,0.0268,0.0226,0.589421727260453,0.687212220631611,0.9512,0.9996,0.0236,0.0252
321,0,0.640015375555556,0.0247238843841134,0.0666053123952526,0.589370794210219,0.690659956900894,0.9474,0.9996,0.0288,0.0238,0.587960920828248,0.68892533146819,0.9512,0.9996,0.024,0.0248
322,0,0.640608287901236,0.0248188605727951,0.0665087589456015,0.589769156652701,0.691447419149768,0.9514,0.9994,0.0304,0.0182,0.588339595185209,0.689689957986717,0.952,0.9994,0.0274,0.0206
323,0,0.639886856049382,0.025551687769809,0.0558798315708832,0.587546596336784,0.692227115761981,0.9554,0.9992,0.023,0.0216,0.586047275144539,0.690369508151346,0.9562,0.9992,0.0194,0.0244
324,0,0.639965749135803,0.0256870893523421,0.0561118136750927,0.58734813185453,0.692583366417073,0.951,0.999,0.0278,0.0212,0.585831681979732,0.690703037986954,0.9536,0.9988,0.023,0.0234
325,0,0.639700935999999,0.0231070786991188,0.0830628846944583,0.593241040420393,0.686160831579607,0.9506,1,0.0264,0.023,0.592049801303118,0.684723508022603,0.9524,1,0.0234,0.0242
326,2e-04,0.640063078215643,0.0232156335153658,0.0828558772720202,0.593384918549383,0.686741237881905,0.949389877975595,1,0.027005401080216,0.0236047209441888,0.592180778776564,0.685287951657709,0.950590118023605,1,0.024004800960192,0.0254050810162032
327,0,0.640070591199997,0.0245957543627283,0.0665962211095643,0.590617512588311,0.68952366981169,0.952,0.9994,0.0266,0.0214,0.5892749993453,0.687885018265119,0.953,0.9994,0.022,0.025
328,0,0.6403690344,0.0246960079616454,0.0666199358111957,0.590714382417751,0.690023686382246,0.9528,1,0.0284,0.0188,0.589358190554227,0.688367924961537,0.955,1,0.0238,0.0212
329,0,0.639664028800001,0.0260707509876811,0.0559290741962326,0.5872452707068,0.692082786893197,0.9466,0.9988,0.0298,0.0236,0.585751657801143,0.690236910105406,0.9482,0.9986,0.026,0.0258
330,2e-04,0.639932204840968,0.0262060858489084,0.0562283075640995,0.587241337771869,0.69262307191007,0.955791158231646,0.999199839967994,0.0254050810162032,0.0188037607521504,0.585729514446584,0.690754132920713,0.957791558311662,0.999199839967994,0.0218043608721744,0.0204040808161632
331,0,0.640255872444445,0.018598174155291,0.0827189844102349,0.602861737059466,0.677650007829419,0.951,1,0.0258,0.0232,0.60206967610439,0.676729416293343,0.9524,1,0.0228,0.0248
332,0,0.639861965422222,0.0186993234261893,0.0828191518594595,0.602264455797469,0.677459475046975,0.9506,1,0.0286,0.0208,0.601466378909125,0.676530773674379,0.9512,1,0.0256,0.0232
333,0,0.640094289422221,0.0192865449172006,0.0673574277791683,0.601316091857217,0.678872486987224,0.9524,1,0.0238,0.0238,0.600468051592367,0.677881203846295,0.9498,1,0.022,0.0282
334,0,0.639895236977776,0.0192982242549265,0.0667023030242256,0.601093556530394,0.678696917425158,0.9492,1,0.0292,0.0216,0.600246355580806,0.677706061111711,0.9496,1,0.027,0.0234
335,0,0.640099659733335,0.0198700170165947,0.0560584803080578,0.600148312885183,0.680051006581483,0.9488,1,0.0292,0.022,0.599250171684857,0.678996215177253,0.9512,1,0.0252,0.0236
336,0,0.639830481155555,0.0199398947343133,0.0558628693516839,0.599738635739376,0.679922326571731,0.945,1,0.0298,0.0252,0.598837672514273,0.678863019055464,0.9478,1,0.0262,0.026
337,0,0.709855540000002,0.0475129794030695,0.0836614353515353,0.60029041302065,0.819420666979347,0.9572,0.9516,0.0264,0.0164,0.589260760739532,0.805729491671288,0.9628,0.9338,0.013,0.0242
338,0,0.709024700000001,0.0478538423703653,0.084585465993778,0.598673541608529,0.819375858391471,0.9584,0.9414,0.0278,0.0138,0.587646534865117,0.805558463332304,0.9632,0.9226,0.0182,0.0186
339,0,0.709133359999999,0.0513565551394332,0.0736957736547699,0.590704931478625,0.827561788521376,0.9556,0.9198,0.0332,0.0112,0.578205668811288,0.81169533172471,0.9634,0.8906,0.0196,0.017
340,0,0.7095909,0.0512778597398601,0.0726239851372499,0.591343943395464,0.827837856604538,0.9526,0.9178,0.0344,0.013,0.578901011184954,0.812021898605746,0.9642,0.8904,0.0176,0.0182
341,0,0.711272199999997,0.0543831257546937,0.0634835181841534,0.585864487124346,0.836679912875652,0.9568,0.8942,0.0312,0.012,0.571807022905286,0.818709444825579,0.9684,0.8634,0.0148,0.0168
342,0,0.710906999999999,0.0544484252292002,0.0625031931235867,0.58534870626611,0.836465293733889,0.9554,0.8968,0.033,0.0116,0.571342325949037,0.81852513294205,0.9692,0.859,0.0152,0.0156
343,0,0.710235622222223,0.0377778520781572,0.0820059101549378,0.62311973911086,0.797351505333583,0.9498,0.9942,0.0284,0.0218,0.615821795861406,0.788646682411521,0.9532,0.9922,0.022,0.0248
344,0,0.70967144,0.0378761233071767,0.0820094650795559,0.622328943028148,0.797013936971852,0.9442,0.9926,0.0344,0.0214,0.615049163618275,0.788299560942073,0.9518,0.989,0.0226,0.0256
345,0,0.709751111111107,0.0390177590793823,0.0668754112897946,0.619775997327655,0.799726224894567,0.9482,0.9914,0.0328,0.019,0.612095248571361,0.790484216012885,0.9558,0.9884,0.022,0.0222
346,0,0.709836955555554,0.0392847744141762,0.0678061226570266,0.619246103305903,0.800427807805209,0.9482,0.992,0.0318,0.02,0.611433673600679,0.791037543529565,0.9534,0.9886,0.0216,0.025
347,0,0.710110522222219,0.0403597918810024,0.0564966731653089,0.617040675248651,0.803180369195795,0.9418,0.9854,0.0382,0.02,0.608887336995934,0.793299224052122,0.947,0.9808,0.0268,0.0262
348,0,0.710745131111109,0.0404362712974772,0.0567482068541863,0.61749892228689,0.803991339935332,0.9482,0.9856,0.0346,0.0172,0.609240784413173,0.794013826073079,0.9518,0.9816,0.0258,0.0224
349,0,0.709580995,0.0337477563545833,0.0830632726361644,0.638679589865972,0.780482400134029,0.9504,0.9998,0.0298,0.0198,0.63386790018854,0.774973129829505,0.9528,0.9998,0.0218,0.0254
350,0,0.70991289,0.0337287247329083,0.0820828873447943,0.639051468819407,0.780774311180589,0.9482,1,0.033,0.0188,0.634230357017762,0.775260062865456,0.9534,1,0.024,0.0226
351,0,0.710574335000001,0.0360877708788917,0.0701181448475361,0.634756741777368,0.786391928222632,0.9478,0.9994,0.0344,0.0178,0.629262782842205,0.780053261665692,0.9562,0.9994,0.0216,0.0222
352,0,0.710045850000002,0.0361443679847039,0.0695616485772453,0.634109350670353,0.785982349329647,0.9516,0.999,0.0316,0.0168,0.628618023352118,0.779642097492917,0.9568,0.9988,0.0198,0.0234
353,0,0.710391119999999,0.038250622173173,0.0594859573042533,0.630029544823448,0.79075269517655,0.9516,0.9984,0.0326,0.0158,0.623906047948106,0.783633266528356,0.959,0.998,0.0218,0.0192
354,0,0.710305344999999,0.0381124027024732,0.0575321460072568,0.630234158155832,0.790376531844167,0.9486,0.9984,0.0346,0.0168,0.624161086180185,0.783314859504414,0.9532,0.9978,0.0258,0.021
355,0,0.710193843333333,0.0271818952827056,0.0834931900594763,0.653086800438373,0.767300886228292,0.9438,1,0.0364,0.0198,0.649891142039851,0.763736414208858,0.9478,1,0.0286,0.0236
356,0,0.709620802222221,0.0272802399718645,0.0836102856023075,0.652307144802268,0.766934459642177,0.949,1,0.03,0.021,0.649102352257526,0.763357505683733,0.952,1,0.0234,0.0246
357,0,0.710366682777782,0.0279758628790168,0.0675551292851691,0.651591575860491,0.769141789695065,0.9464,1,0.0344,0.0192,0.648201062095703,0.76535024919838,0.9518,1,0.026,0.0222
358,0,0.709209225000002,0.0281883605636744,0.0682128535920958,0.649987677013516,0.768430772986484,0.9482,1,0.0318,0.02,0.646587192765832,0.764616790561447,0.9524,1,0.0232,0.0244
359,0,0.710674499444443,0.0289524901182041,0.0571960131655832,0.649847574835247,0.77150142405364,0.9488,1,0.034,0.0172,0.646225310899756,0.767436187838521,0.953,1,0.0246,0.0224
360,0,0.709740736666665,0.0289030095837085,0.056372666862356,0.649017766802954,0.770463706530378,0.9518,1,0.0292,0.019,0.645427709320096,0.766430831101494,0.955,1,0.0228,0.0222
361,0,0.70967124222222,0.0276670240624021,0.0840133965567145,0.652997912540576,0.766344571903868,0.9506,1,0.0296,0.0198,0.649886341706798,0.762882999090852,0.9532,1,0.0226,0.0242
362,0,0.709592173333334,0.0276780441835641,0.0830412981394698,0.652896269956797,0.766288076709869,0.9492,1,0.0318,0.019,0.64978322199786,0.762823642557308,0.9512,1,0.0248,0.024
363,0,0.710054375555556,0.0294445446437126,0.0688335389364461,0.649739960020468,0.770368791090645,0.9542,1,0.0286,0.0172,0.646221884819301,0.766431223362317,0.9582,1,0.0204,0.0214
364,0,0.709585582222221,0.0293933726058648,0.067331839142224,0.649375987854918,0.769795176589523,0.9486,1,0.0314,0.02,0.645877519546837,0.765878104479198,0.9536,1,0.0236,0.0228
365,0,0.709715480000003,0.0311542787617381,0.057727071246209,0.645898832886976,0.773532127113025,0.946,1,0.033,0.021,0.641984039055226,0.769122611433024,0.947,1,0.0248,0.0282
366,0,0.709693662222222,0.0312375642571778,0.057841383007746,0.645706412505532,0.773680911938912,0.952,1,0.0288,0.0192,0.641773872331539,0.769249873834578,0.9542,1,0.022,0.0238
367,0,0.71007216419753,0.0223393692757279,0.0842641626610873,0.664312040629928,0.755832287765131,0.9516,1,0.029,0.0194,0.662247992231006,0.753583156325848,0.9542,1,0.0234,0.0224
368,0,0.709954715308641,0.0223113498383605,0.0833650296104635,0.66425198695665,0.755657443660633,0.9484,1,0.0308,0.0208,0.662193805436989,0.753414898655908,0.9512,1,0.0244,0.0244
369,0,0.710221469382716,0.0230419913088831,0.0684607206681461,0.663022089824416,0.757420848941015,0.951,1,0.0308,0.0182,0.660824986201219,0.755020654038475,0.9532,1,0.0254,0.0214
370,0,0.709761231851853,0.0230446012986541,0.0680076063923642,0.662556505971863,0.75696595773184,0.9462,1,0.0298,0.024,0.660364510235311,0.754570761915625,0.9484,1,0.0236,0.028
371,0,0.709492258765435,0.0237434243789857,0.0569317709634017,0.660856058696844,0.758128458834021,0.9534,1,0.0262,0.0204,0.658540185426628,0.755590223512702,0.9532,1,0.021,0.0258
372,0,0.709942227654321,0.0237347269546991,0.0566814081522016,0.661323843451754,0.758560611856885,0.9424,1,0.0348,0.0228,0.659001315893638,0.756016610802418,0.9448,1,0.0284,0.0268
373,0,0.7098328856,0.0214113979706863,0.0828063359417693,0.666782384630815,0.752883386569188,0.95,1,0.0312,0.0188,0.664962214322694,0.750912165943629,0.9526,1,0.025,0.0224
374,0,0.7097201648,0.0214754142595738,0.0830836793187312,0.666540950455321,0.752899379144677,0.9452,1,0.03,0.0248,0.664711496313956,0.750917537435208,0.9462,1,0.0248,0.029
375,0,0.709660720000001,0.0228502111926848,0.0686963476839383,0.663717291156934,0.755604148843065,0.9484,1,0.0284,0.0232,0.661655367458721,0.753358253746219,0.9504,1,0.0234,0.0262
376,0,0.709823778399999,0.0228760590496134,0.0683935455159497,0.663828378957382,0.755819177842617,0.9472,1,0.0328,0.02,0.661758136481877,0.753564707435806,0.9516,1,0.0252,0.0232
377,0,0.710582872800002,0.0241027261507906,0.0568284022691562,0.662121093847723,0.759044651752278,0.956,1,0.0278,0.0162,0.659816117145909,0.756526097082982,0.9598,1,0.021,0.0192
378,0,0.710121792,0.0241811022596835,0.0572876591630615,0.661502427319011,0.758741156680983,0.9486,1,0.0306,0.0208,0.659190627514711,0.756213069344409,0.9508,1,0.0246,0.0246
379,0,0.71006019911111,0.017325876295119,0.0839356411838731,0.675224190025847,0.744896208196374,0.9516,1,0.0286,0.0198,0.674018766247453,0.743610683308755,0.9532,1,0.0242,0.0226
380,0,0.709695184088888,0.0173262558595918,0.083194039066796,0.674858411838101,0.744531956339675,0.944,1,0.0324,0.0236,0.673656052736126,0.743249235063747,0.9456,1,0.0268,0.0276
381,0,0.709915822577776,0.0179120365777494,0.0684669340682261,0.673901259254718,0.745930385900838,0.9514,1,0.0274,0.0212,0.672616230120134,0.744556698360292,0.9514,1,0.0244,0.0242
382,0,0.7097431248,0.0179265789318063,0.0681671373974867,0.673699322114416,0.745786927485582,0.9476,1,0.0298,0.0226,0.672413468499266,0.744412143481426,0.9484,1,0.0254,0.0262
383,0,0.709900583288889,0.0184294163829665,0.0570702368813083,0.672845758146568,0.74695540843121,0.9444,1,0.031,0.0246,0.6714864007896,0.745499742876103,0.9458,1,0.0258,0.0284
384,0,0.710298984711112,0.0184877039354264,0.0572581643380819,0.673126964589879,0.747471004832346,0.949,1,0.0304,0.0206,0.671755514499739,0.746002518626431,0.9514,1,0.0256,0.023
385,0,0.499708076699843,0.0555812609817046,0.0840808768574157,0.37153745903617,0.627878694363515,0.954,0.046,0.0216,0.0244,0.374575391456304,0.624807721674654,0.9614,0.0386,0.0186,0.02
386,0,0.500260677028045,0.0555377412460375,0.0808839772258941,0.372190416054785,0.628330938001306,0.9578,0.0422,0.0204,0.0218,0.375217852025317,0.625262672199628,0.9624,0.0376,0.018,0.0196
387,0,0.499292829600767,0.0593950631823425,0.068514254824711,0.362327568291573,0.63625809090996,0.9614,0.0386,0.0198,0.0188,0.366051175366492,0.632642671862299,0.9676,0.0324,0.0172,0.0152
388,0,0.499447269460634,0.0597100496393427,0.0672719791452319,0.361755648079065,0.637138890842205,0.955,0.045,0.0222,0.0228,0.365492994500995,0.633424363927202,0.9626,0.0374,0.0186,0.0188
389,0,0.501419219370168,0.0638028099458965,0.0607942956975579,0.354289675797286,0.648548762943054,0.9666,0.0334,0.0172,0.0162,0.358639956439262,0.64392365754361,0.9738,0.0262,0.014,0.0122
390,0,0.499239730303799,0.0639233580809347,0.0582980834127031,0.351832202233026,0.646647258374572,0.9656,0.0344,0.016,0.0184,0.356386110567738,0.642229387669579,0.9724,0.0276,0.0122,0.0154
391,0,0.499154007378244,0.0441249308955913,0.0806898447010108,0.397401734267413,0.600906280489079,0.9502,0.0498,0.0232,0.0266,0.399035731043824,0.599341585332749,0.954,0.046,0.0208,0.0252
392,0,0.500190728470728,0.0441385124706497,0.079167659991124,0.398407136191649,0.601974320749805,0.9492,0.0508,0.0276,0.0232,0.400010755079396,0.600363779132383,0.952,0.048,0.0268,0.0212
393,0,0.498634026462815,0.0455936991017539,0.0645310378980406,0.393494767794918,0.603773285130716,0.9522,0.0478,0.022,0.0258,0.395316128295352,0.602096305069516,0.957,0.043,0.0194,0.0236
